reduced_formula,official_alexandria_formula_prefilter_candidates
Sc3Al,15
Sc3AlC,2
Sc3As2,6
Sc3B2Ir5,1
Sc3B2Rh5,1
Sc3BPb,2
Sc3Bi,7
Sc3Cd,16
Sc3Co2Ge3,2
Sc3Co2Si3,3
Sc3CoC4,2
Sc3Fe2Si3,2
Sc3FeC4,2
Sc3Ga,8
Sc3Ga5Co,2
Sc3Ga5Ni,2
Sc3GaC,2
Sc3Hg,17
Sc3In,13
Sc3InB,2
Sc3InC,2
Sc3InN,3
Sc3IrC4,3
Sc3Nb3(B2Ru5)2,1
Sc3NiC4,2
Sc3OsC4,1
Sc3P,17
Sc3P2,2
Sc3Pb,16
Sc3PbC,3
Sc3RhC4,3
Sc3RuC4,2
Sc3Sb,16
Sc3Si3Ni,2
Sc3Si3Ni2,3
Sc3Sn,8
Sc3SnB,2
Sc3SnC,3
Sc3Te4,7
Sc3Tl,16
Sc3TlB,2
Sc3TlC,2
Sc3V2Si3,1
Sc4C3,5
Sc4Co3Sb4,1
Sc4Co7Ge6,1
Sc4Ge6Ir7,1
Sc4Ge6Os7,1
Sc4Ge6Rh7,1
Sc4Ge6Ru7,1
Sc4OsCl4,1
Sc4S3N2,2
Sc4Si6Ir7,1
Sc4Ti3O12,2
Sc5CCl8,1
Sc5Cl8,1
Sc5Ga3,3
Sc5Ge3,2
Sc5NCl8,1
Sc5Pb3,3
Sc5Re2C7,1
Sc5Ru3,4
Sc5Si3,5
Sc5Sn3,1
Sc6CoTe2,2
Sc6FeSb2,1
Sc6FeTe2,1
Sc6InCo2,1
Sc6MnTe2,1
Sc6N2O5,2
Sc6NiTe2,2
Sc6ReO12,1
Sc6Te2Ir,1
Sc6Te2Os,1
Sc6Te2Rh,1
Sc6Te2Ru,1
Sc7(CCl5)2,1
Sc7BCl12,1
Sc7CBr12,1
Sc7CI12,1
Sc7Cl10,1
Sc7Cl12,1
Sc7CoBr12,1
Sc7CoCl12,1
Sc7CoI12,1
Sc7NCl12,1
Sc7NiBr12,1
Sc7P3,1
ScAg,27
ScAg(PS3)2,1
ScAg(PSe3)2,1
ScAg2,18
ScAg3,16
ScAg4,7
ScAgGe,16
ScAgO2,9
ScAgO3,4
ScAgS2,27
ScAgSe2,22
ScAgSn,19
ScAl2,23
ScAl2Ni,17
ScAl3,18
ScAlAg2,10
ScAlAu,15
ScAlAu2,11
ScAlCO,2
ScAlCo,13
ScAlCo2,12
ScAlCu,14
ScAlCu2,12
ScAlFe,14
ScAlGe,19
ScAlIr2,13
ScAlNi,11
ScAlNi2,14
ScAlO3,7
ScAlPd2,5
ScAlPt2,10
ScAlRh2,13
ScAs,22
ScAsO4,3
ScAu,29
ScAu2,15
ScAu3,14
ScAu4,5
ScAuO2,5
ScB12,1
ScB2,3
ScB2Ir3,2
ScB2Os,4
ScB4Ir3,1
ScB4Os3,1
ScBC,3
ScBIr3,4
ScBO3,7
ScBRh3,2
ScBe5,6
ScBi,12
ScBiO3,8
ScBiPd,3
ScBiPd2,4
ScBr3,29
ScCd,33
ScCd3,17
ScCd7,3
ScCdAg2,10
ScCdAu2,12
ScCdCu2,9
ScCdCu3Se4,1
ScCdHg2,14
ScCdNi4,1
ScCdPd2,7
ScCdPt2,13
ScCdRh2,11
ScCl,30
ScCl3,27
ScCo,35
ScCo2,20
ScCo2Ge,6
ScCo2Sn,5
ScCo3B2,3
ScCo3C,2
ScCoC2,6
ScCoGe,7
ScCoNiSn,1
ScCoP,13
ScCoSi,14
ScCoSn,11
ScCoTe,5
ScCrC2,4
ScCrO3,4
ScCrO4,2
ScCu,28
ScCu2,18
ScCu3,19
ScCu4Sn,1
ScCuGe,30
ScCuO2,7
ScCuPd2,7
ScCuS2,8
ScCuSe2,23
ScCuSi,30
ScCuSn,24
ScF3,16
ScFe2,22
ScFeGe,6
ScFeO3,5
ScFeSi,12
ScGa,20
ScGa2,8
ScGa2Ni,8
ScGa2Ru,6
ScGa3,6
ScGa4Fe3Co8,1
ScGa5Co,1
ScGa5Fe,1
ScGa5Ni,1
ScGaCo2,6
ScGaCu,10
ScGaCu2,5
ScGaIr2,5
ScGaNi,10
ScGaNi2,6
ScGaO3,7
ScGaPd,7
ScGaPd2,5
ScGaPt,6
ScGaPt2,7
ScGaRh2,6
ScGaRu2,5
ScGe,18
ScGe2,9
ScGeAu,24
ScGeIr,7
ScGeOs,7
ScGePd,10
ScGePt,9
ScGeRh,9
ScGeRh2,6
ScGeRu,8
ScH2,12
ScH3,12
ScHCl,8
ScHO2,12
ScHg,28
ScHg3,16
ScI3,12
ScIn,32
ScIn2,18
ScIn3,16
ScInAg2,11
ScInAu2,10
ScInCu2,10
ScInCu4,1
ScInIr2,12
ScInNi2,11
ScInNi4,1
ScInO3,6
ScInPd2,6
ScInPt,11
ScInPt2,14
ScInRh2,14
ScIr,30
ScIr2,25
ScIr3,21
ScMn2,25
ScMn2Ga3S8,1
ScMn2O4,2
ScMn2O5,2
ScMn2SbO6,2
ScMn3(BiO3)4,1
ScMn6(Sn2Ge)2,2
ScMn6GaGe5,3
ScMnCr,8
ScMnGe,7
ScMnO3,4
ScMnRh2,12
ScMnSi,11
ScN,15
ScNb(NiSn)2,1
ScNb(PbO3)2,3
ScNb2B2Ru5,2
ScNbO4,6
ScNbOs2,4
ScNbRu2,5
ScNi,28
ScNi2,21
ScNi2SbO6,1
ScNi2Sn,7
ScNi3,19
ScNi4Au,1
ScNi4Sn,1
ScNi5,8
ScNiBi,1
ScNiC2,5
ScNiGe,10
ScNiP,15
ScNiSb,8
ScNiSn,9
ScO,17
ScOF,8
ScOs2,25
ScP,24
ScP2O7,1
ScPIr,12
ScPO4,2
ScPPt,14
ScPRu,17
ScPS4,3
ScPb3,13
ScPd,16
ScPd2Pb,5
ScPd3,6
ScPt,32
ScPt3,17
ScRe2,23
ScRh,32
ScRh2Pb,9
ScRh3,22
ScRh3C,2
ScRhO3,6
ScRu,33
ScRu2,23
ScRu3C,2
ScS,18
ScSb,27
ScSb(PbO3)2,2
ScSbPd,6
ScSbPt,9
ScSbRh2,11
ScSbRu2,14
ScSe,25
ScSeO3F,1
ScSi,38
ScSi2Rh,16
ScSi3Ni,6
ScSi3Ni2,4
ScSiAu,25
ScSiIr,10
ScSiNi,14
ScSiPd,11
ScSiPt,10
ScSiPt2,16
ScSiRh,11
ScSiRh2,12
ScSiRu,10
ScSn2,8
ScSn3,6
ScSnAu,23
ScSnPd,10
ScSnPd2,6
ScSnPt,10
ScSnPt2,7
ScSnRh2,7
ScSnRu2,5
ScTa(PbO3)2,2
ScTaFe2,10
ScTaN2,7
ScTaO4,5
ScTaOs2,19
ScTaRu2,15
ScTe,28
ScTeRh,6
ScTi(NiSn)2,2
ScTi4(NiSn)5,1
ScTiO3,6
ScTiRu2,4
ScTl(MoO4)2,2
ScTl(SO4)2,3
ScTl3F6,6
ScTlF6,2
ScTlO3,6
ScTlP2S7,1
ScTlRh2,10
ScTlS2,7
ScTlSe2,20
ScTlTe2,18
ScV4Si3,1
ScVO3,5
ScVO4,5
ScVRu2,4
ScZn,28
ScZn12,3
ScZn2,18
ScZn2Ag,9
ScZn2Au,12
ScZn2Cu,11
ScZn2Pd,6
ScZn2Pt,12
ScZn3,16
ScZnAu2,12
ScZnCu,16
ScZnCu2,10
ScZnCu3Se4,1
ScZnNi2,11
ScZnPd,7
ScZnPd2,8
ScZnPt,13
ScZnPt2,13
ScZnRh2,11
Se,49
Se(OF)2,6
SeBr,43
SeBr2,14
SeCl,46
SeF4,3
SeO2,12
SeOF2,9
Si,55
Si(AgO)4,1
Si(AgP)2,1
Si(CN2)2,2
Si(HgO2)2,2
Si(Ni3Se)2,1
Si(NiO2)2,3
Si2BiO6,1
Si2CN4,1
Si2H2O5,4
Si2Hg6O7,1
Si2Ir,18
Si2Mo,22
Si2MoO6,3
Si2Ni,22
Si2Ni3H4O9,2
Si2Ni6B,1
Si2NiP3,2
Si2NiPd,4
Si2Os,24
Si2OsRu,16
Si2Rh3,3
Si2SnO6,1
Si2W,21
Si2WO6,1
Si3As4,1
Si3B3W10,1
Si3H,3
Si3Mo3W2,1
Si3Mo5,3
Si3MoPt2,1
Si3N4,14
Si3NiMo12,1
Si3NiP4,1
Si3Os2,6
Si3P2Pt,1
Si3P3Ir,2
Si3P3Rh,1
Si3Pt2,5
Si3Rh5,1
Si3Ru2,9
Si3Ru5,3
Si3W5,3
Si4MoW,3
Si4Ni9B2,1
Si4P4Os,1
Si4P4Ru,1
Si5GeW10,1
Si5Ir4,3
Si5Mo10P,1
Si5Pt12,2
Si5Rh4,1
Si6Ni3Au,1
Si6NiMo9,1
Si7(Ni2Au)2,1
Si7Ge,1
SiAgPt5,1
SiAs,39
SiB2Mo5,1
SiBi2O5,4
SiBr3,18
SiBr4,11
SiC,72
SiCl2,16
SiCl4,14
SiF4,6
SiGe,23
SiH,24
SiH4,28
SiH8,2
SiHg3(SF3)2,2
SiHgP2,17
SiI3,6
SiIr,34
SiIr2,21
SiIr3,20
SiMo3,18
SiNi,40
SiNi2,31
SiNi3,18
SiNi3Mo2,3
SiNi3W2,3
SiNi6Ge,4
SiNiPd,8
SiO2,255
SiOs,39
SiP2,24
SiP2O7,5
SiPN3,4
SiPd,18
SiPd2,10
SiPd3,8
SiPt,44
SiPt2,21
SiPt3,20
SiPt5Pb,1
SiPtSe,9
SiRh,36
SiRh2,18
SiRu,39
SiRu2,18
SiS,30
SiS2,10
SiSbPt5,2
SiSe2,53
SiSnPd5,2
SiSnPt5,1
SiTe2,38
Sm,17
Sm(AgGe)2,1
Sm(Al2Cr)4,1
Sm(Al2Cu)4,1
Sm(Al2Fe)4,1
Sm(Al3Fe)3,1
Sm(AlAu)2,2
Sm(AlGe)2,2
Sm(AlSi)2,2
Sm(AlZn)2,4
Sm(AsPd)2,3
Sm(BC)2,4
Sm(BIr)2,3
Sm(BIr)4,2
Sm(BO2)3,2
Sm(BOs)2,2
Sm(BOs)4,1
Sm(BRh)4,2
Sm(BRu)2,2
Sm(Co2B)6,1
Sm(Co5Mo)2,1
Sm(CoB)2,1
Sm(CoB)4,3
Sm(CoGe)2,3
Sm(CoP)2,3
Sm(CoSi)2,3
Sm(CrB3)2,1
Sm(CrFe5)2,1
Sm(CuGe)2,3
Sm(CuO2)2,2
Sm(CuSi)2,2
Sm(CuSn)2,2
Sm(CuTe)3,1
Sm(DyS2)2,5
Sm(ErS2)3,1
Sm(ErSe2)3,1
Sm(Fe5Mo)2,1
Sm(Fe5Re)2,1
Sm(Fe5Si)2,2
Sm(FeGe)2,3
Sm(FeO2)2,2
Sm(FeP3)4,1
Sm(FeSi)2,2
Sm(GaFe)6,1
Sm(GaPd)2,2
Sm(GdS2)2,1
Sm(Ge2Rh3)2,1
Sm(Ge3Pt)4,1
Sm(GeIr)2,2
Sm(GePd)2,2
Sm(GePt)2,2
Sm(GeRh)2,2
Sm(GeRu)2,2
Sm(HO)3,2
Sm(InCu)6,1
Sm(MgBi)2,1
Sm(MgSb)2,1
Sm(MnAl2)4,1
Sm(MnCo2)4,1
Sm(MnGe)2,1
Sm(MnGe)6,4
Sm(MnSi)2,2
Sm(MnSn)6,2
Sm(Mo3S4)2,1
Sm(Mo3Se4)2,1
Sm(Ni2Sn)2,1
Sm(NiAs)2,2
Sm(NiB)2,3
Sm(NiGe)2,2
Sm(NiGe)3,2
Sm(NiP)2,3
Sm(NiSb)2,2
Sm(NiSn)2,2
Sm(PIr)2,2
Sm(PPd)2,1
Sm(PRu)2,1
Sm(Re2Si)2,2
Sm(Sb3Os)4,1
Sm(SiAg)2,1
Sm(SiAu)2,2
Sm(SiIr)2,3
Sm(SiNi)2,2
Sm(SiPd)2,2
Sm(SiPt)2,3
Sm(SiRh)2,2
Sm(SiRu)2,2
Sm(Sn3Ru2)2,1
Sm(Tl3Te2)3,1
Sm(VFe5)2,1
Sm(ZnGa)2,3
Sm(ZnP)3,2
Sm10Sb3Se7,1
Sm12Co6Pb,1
Sm12Co6Sn,1
Sm12InCo6,1
Sm2(CN2)3,1
Sm2(CoCu)5,2
Sm2(CoNi)5,2
Sm2(InSn)3,3
Sm2(Zn2Ge)3,1
Sm2AgGe6,1
Sm2AgHg,3
Sm2AgIr,9
Sm2AgRh,6
Sm2AgRu,5
Sm2AgSn,4
Sm2Al2Fe15,1
Sm2Al2Fe15C,1
Sm2Al3Ge4,1
Sm2Al4Fe13,1
Sm2AlAg3,4
Sm2AlCd,5
Sm2AlGe6,1
Sm2AlNi2,4
Sm2AlZn,5
Sm2AsSe,6
Sm2Au,5
Sm2Bi,3
Sm2BiO2,1
Sm2C,6
Sm2C(NO)2,1
Sm2C3,1
Sm2CdAu2,2
Sm2CdCu2,4
Sm2CdGe2,1
Sm2CdIn,4
Sm2CdIr,6
Sm2CdNi2,3
Sm2CdPd2,3
Sm2CdRh2,2
Sm2CdS4,2
Sm2CdSb4,1
Sm2Co16Ag,1
Sm2Co16Ge,1
Sm2Co17,2
Sm2Co3Ge5,2
Sm2Co7,2
Sm2CoGe2,2
Sm2Cr2C3,2
Sm2Cr2Fe15,1
Sm2CrFe16,1
Sm2Cu2O5,4
Sm2CuGe6,1
Sm2CuIr,5
Sm2CuO4,2
Sm2CuRu,5
Sm2CuTe4,2
Sm2EuS4,1
Sm2EuSe4,1
Sm2Fe15Co2,2
Sm2Fe15Si2,2
Sm2Fe17,1
Sm2Fe17C,1
Sm2Fe17N,1
Sm2Fe3Ru,2
Sm2Fe4Co13,1
Sm2Fe5Co12C,1
Sm2FeGe4,1
Sm2Ga2Co15,1
Sm2Ga2Co5,1
Sm2Ga2Fe12Co3C,1
Sm2Ga2Fe15,3
Sm2Ga2Fe15C,1
Sm2Ga3Co,3
Sm2Ga3Cu,4
Sm2Ga3Ni,4
Sm2Ga5Cu3,4
Sm2Ga8Co,1
Sm2Ga9Ru5,1
Sm2GaAg,4
Sm2GaNi2,4
Sm2Ge2O7,8
Sm2Ge2Rh,1
Sm2Ge2Ru,1
Sm2Ge3Pt,2
Sm2Ge5Ir3,2
Sm2Ge5Pd3,1
Sm2Ge5Pt3,2
Sm2Ge5Rh3,1
Sm2Ge5Ru3,2
Sm2Ge6Au,1
Sm2Ge6Pd,1
Sm2GeRh3,2
Sm2GeRu3,1
Sm2HgO4,1
Sm2HgPb,3
Sm2IO2,3
Sm2In,6
Sm2In3Cu,4
Sm2In3Ni,1
Sm2In8Co,1
Sm2In8Pd,1
Sm2InAg,4
Sm2InAu2,1
Sm2InGe2,1
Sm2InHg,4
Sm2InNi2,3
Sm2InPd2,4
Sm2IrAu,6
Sm2IrPd,6
Sm2IrRh,5
Sm2IrRu,3
Sm2Mg,6
Sm2MgAl,3
Sm2MgCd,4
Sm2MgCu2,3
Sm2MgGe2,1
Sm2MgIn,3
Sm2MgIrO6,2
Sm2MgNi2,3
Sm2MgPd2,1
Sm2MgPtO6,2
Sm2MgRu,5
Sm2MgS4,8
Sm2MgSe4,7
Sm2MgSi2,1
Sm2MgTl,3
Sm2Mn2Al2Fe13,1
Sm2Mn2Al2Fe13C,1
Sm2Mn2Fe15,1
Sm2MnGa6,1
Sm2MnNiO6,2
Sm2MnRhO6,1
Sm2Mo2C3,2
Sm2Ni7,2
Sm2NiGe3,3
Sm2NiIr,4
Sm2NiPtO6,2
Sm2NiRu,4
Sm2NiRuO6,2
Sm2NiSn4,2
Sm2O,4
Sm2O3,8
Sm2P3Pt4,1
Sm2PbS4,3
Sm2PbSe4,3
Sm2Pd2Pb,2
Sm2PdRh,7
Sm2PdRu,3
Sm2Re2Si2C,1
Sm2ReC2,2
Sm2RuAu,3
Sm2S2O,2
Sm2S3,7
Sm2SCl4,1
Sm2SO2,3
Sm2Sb,5
Sm2SbO2,2
Sm2ScSi2,3
Sm2Se3,9
Sm2SeO2,4
Sm2Si3Ge,1
Sm2Si3Pd,4
Sm2Si3Pt,3
Sm2Si5Ni3,1
Sm2Si5Pd3,1
Sm2Si5Pt3,1
Sm2Si5Rh3,1
Sm2Sn5,3
Sm2SnS5,2
Sm2Ta2Cl2O7,1
Sm2Te3,5
Sm2Te5,1
Sm2TeO2,4
Sm2Ti2S2O5,1
Sm2Ti3(BiO6)2,2
Sm2TiCo16,1
Sm2TiCuO6,1
Sm2TiMnO6,2
Sm2Tl,6
Sm2TlAg,3
Sm2TlCd,6
Sm2TlHg,6
Sm2TlIn,6
Sm2TlZn,3
Sm2TmS4,4
Sm2VCo16,1
Sm2VFe16,1
Sm2VFeO6,1
Sm2Zn17,2
Sm2ZnAg,3
Sm2ZnGa,6
Sm2ZnHg,3
Sm2ZnIn,4
Sm2ZnIr,6
Sm2ZnPtO6,2
Sm2ZnRu,4
Sm2ZnSb4,1
Sm2ZrFe16,1
Sm3(AgSn)4,1
Sm3(CoGe2)2,2
Sm3(CuGe)4,2
Sm3(CuSn)4,1
Sm3(Ge2Ru)2,1
Sm3(SiIr)2,2
Sm3Al,7
Sm3Al11,1
Sm3AlC,1
Sm3AlN,2
Sm3AuO6,3
Sm3B(SO)3,1
Sm3Bi4Au3,1
Sm3Cd,7
Sm3Co,9
Sm3Co11B4,1
Sm3Co6Sn5,1
Sm3Dy,25
Sm3DyS4,6
Sm3Er,25
Sm3ErS4,5
Sm3Eu,6
Sm3Eu3S8,2
Sm3FeO6,1
Sm3Ga,7
Sm3Ga2Sn3,1
Sm3GaC,1
Sm3GaCo3,1
Sm3GaO6,1
Sm3Gd,11
Sm3Ge5,4
Sm3HfSb5,1
Sm3Hg,6
Sm3Ho,27
Sm3HoS4,5
Sm3In,9
Sm3In5,3
Sm3InN,1
Sm3Ir,6
Sm3Lu,9
Sm3Mg,7
Sm3Ni,3
Sm3Ni13B2,1
Sm3Ni3Bi4,1
Sm3Ni7B2,3
Sm3Os,9
Sm3Pd4,1
Sm3Pt4,2
Sm3Rh,7
Sm3Rh2,4
Sm3Ru,7
Sm3S4,5
Sm3SOF5,1
Sm3Sb4Au3,1
Sm3Sb4Pt7,1
Sm3SbO3,2
Sm3Sc,7
Sm3Se4,6
Sm3Si3Ni,2
Sm3SnN,1
Sm3Te4,6
Sm3TiSb5,1
Sm3Tl5,3
Sm3TlC,1
Sm3Tm,25
Sm3TmS4,4
Sm3Y,27
Sm3YS4,7
Sm3Zn11,1
Sm3ZrSb5,1
Sm4(FeB2)3,1
Sm4As3,2
Sm4Bi2O,1
Sm4Bi3,1
Sm4Cu5P7,1
Sm4CuSn8,1
Sm4EuS5,1
Sm4FeSn8,1
Sm4Ga7Ag5,1
Sm4GdS5,1
Sm4Mg3Co2,1
Sm4Mg7Ge6,1
Sm4Ni3Ge8,1
Sm4S3N2,2
Sm4Sb3,2
Sm4Se3O4,2
Sm4Si9Ni7,1
Sm4Sn3,2
Sm5AgS8,1
Sm5AgSe8,1
Sm5Bi3,2
Sm5Co2,2
Sm5CuPb3,1
Sm5CuSe8,1
Sm5Ga3,4
Sm5Ge3,2
Sm5Ge3C,1
Sm5Ir2,1
Sm5Mg,5
Sm5Pb3,2
Sm5Ru2,2
Sm5Sb3,1
Sm5Sb3H,1
Sm5Si3,2
Sm5Si3C,1
Sm5Sn3,4
Sm5Tl3,6
Sm6Co2Sn,1
Sm6GaCo2,1
Sm6InCo2,1
Sm7Pd3,1
Sm7Pt3,1
Sm7Rh3,1
Sm8Sb3O8,1
Sm9Ga4,1
SmAg,3
SmAg2Hg,4
SmAg2Sn,2
SmAg3,7
SmAgAs2,4
SmAgAu2,3
SmAgGe,7
SmAgHg2,3
SmAgO2,5
SmAgPb,8
SmAl,4
SmAl2,8
SmAl2Ni,2
SmAl3,7
SmAl3(BO3)4,2
SmAl3Cu,4
SmAl3Ni,2
SmAl3Ni2,3
SmAl3Pd2,3
SmAl4,4
SmAl4Ni,2
SmAlAg2,5
SmAlAu,10
SmAlCu,8
SmAlCu4,4
SmAlFe,8
SmAlGa,15
SmAlGe,9
SmAlNi,10
SmAlO3,7
SmAlPd,7
SmAlPt,8
SmAlSi,11
SmAlZn,14
SmAs,3
SmAs2Au,5
SmAs2Pd3,2
SmAsO4,4
SmAsPd,9
SmAsPt,5
SmAsRuO,1
SmAsS,3
SmAsSe,4
SmAu,6
SmAu3,9
SmB12,1
SmB2Ir3,3
SmB2Rh2C,1
SmB2Rh3,3
SmB2Ru3,2
SmB4,2
SmB4(IrOs)2,1
SmB6,2
SmBO3,8
SmBRh3,1
SmBS3,3
SmBeCu4,2
SmBi,4
SmBi2Au,3
SmBi2BrO4,1
SmBi2ClO4,1
SmBi2IO4,1
SmBi3,5
SmBiAu2,3
SmBiO4,4
SmBiPd,5
SmBiPd2,4
SmBiRh,6
SmBiS3,3
SmBiTe3,2
SmBr2,9
SmBr3,11
SmBrO,7
SmC2,4
SmC6,1
SmCd,2
SmCd2,5
SmCd3,5
SmCdAg2,6
SmCdAu,9
SmCdAu2,4
SmCdCu,9
SmCdGa,7
SmCdHg2,4
SmCdIn,13
SmCdNi4,1
SmCdPd,12
SmCdPd2,4
SmCl2,9
SmCl3,11
SmClO,7
SmCo2,8
SmCo2Ni3,2
SmCo3,3
SmCo3B2,3
SmCo3Ni2,2
SmCo3NiB,1
SmCo4B,1
SmCo4Cu,2
SmCo5,4
SmCoC2,4
SmCoGe,8
SmCoGe2,4
SmCoGe3,2
SmCoP,7
SmCoSb2,1
SmCoSi,8
SmCoSi2,5
SmCoSi3,4
SmCr2Si2C,1
SmCrGe3,2
SmCrO3,4
SmCrO4,2
SmCrS3,3
SmCrSb3,1
SmCrTeO6,3
SmCu,4
SmCu2,5
SmCu4Ag,1
SmCu4Pd,3
SmCu5,5
SmCuGe,8
SmCuO2,3
SmCuO3,6
SmCuP2,2
SmCuPb,6
SmCuS2,6
SmCuSb2,2
SmCuSe2,5
SmCuSeO,2
SmCuSi,9
SmCuSn,8
SmDy3,29
SmDyC4,1
SmDyFe17,3
SmDyFe4,1
SmDyHg2,6
SmDyIn2,7
SmDyIr2,4
SmDyMg2,3
SmDyNi2,5
SmDyO3,4
SmDyRh2,5
SmDyRu2,3
SmDyTl2,6
SmDyZn2,4
SmEr(Co2Ni3)2,1
SmEr3,21
SmErFe17,3
SmErFe4,1
SmErHg2,6
SmErIn2,7
SmErIr2,4
SmErMg2,3
SmErNi2,5
SmErO3,5
SmErRh2,4
SmErRu2,4
SmErTl2,5
SmErZn2,4
SmEu3,5
SmEuB12,3
SmEuHg2,4
SmEuRh2,3
SmEuS2,2
SmEuSe2,2
SmEuZn2,3
SmF3,16
SmFe11Mo,1
SmFe12,2
SmFe2,4
SmFe2Co2B,1
SmFe2Ni2B,1
SmFe2SiC,1
SmFe3,3
SmFe4(CuO4)3,1
SmFe5,3
SmFeC2,3
SmFeCo,5
SmFeGe2,3
SmFeNi4,2
SmFeO3,5
SmFeP,5
SmFeSb2,1
SmFeSi,6
SmFeSi2,4
SmGa,7
SmGa2,6
SmGa2Co,3
SmGa2Co3,4
SmGa2Ni,4
SmGa2Ni3,6
SmGa3,6
SmGa3(BO3)4,3
SmGa3Ag,3
SmGa3Au,2
SmGa3Cu,4
SmGa3Pd,5
SmGa3Pt,5
SmGa4Co,2
SmGa4Ni,1
SmGa5Co,1
SmGa6,4
SmGaAu2,7
SmGaCo,10
SmGaNi,6
SmGaPd,8
SmGaPd2,7
SmGaPt,8
SmGaRh2,8
SmGaSb2,5
SmGaSi,9
SmGd3,6
SmGd3Al4O12,1
SmGdAg2,4
SmGdB12,2
SmGdCo17,1
SmGdIn2,4
SmGdS2,2
SmGdS3,1
SmGdSe2,3
SmGdZn2,3
SmGe,6
SmGe2,8
SmGe2Ir,4
SmGe2Pd,6
SmGe2Pt,3
SmGe3,4
SmGe5,2
SmGeAu,7
SmGeIr,6
SmGePd,13
SmGePd2,6
SmGePt,8
SmGeRh,9
SmGeRu,8
SmH2,6
SmH3,15
SmHO2,7
SmHfF7,2
SmHg2,8
SmHg3,5
SmHgAu2,5
SmHgPd,7
SmHo3,25
SmHo3Ni4,3
SmHoHg2,5
SmHoIn2,7
SmHoIr2,4
SmHoMg2,3
SmHoO3,5
SmHoRh2,5
SmHoRu2,3
SmHoTl2,6
SmHoZn2,4
SmI,4
SmI3,12
SmIO,5
SmIn,4
SmIn2Ir,3
SmIn2Rh,5
SmIn3,7
SmIn5Rh,1
SmIn7Cu5,1
SmInAg2,4
SmInAu,7
SmInAu2,4
SmInCo2,2
SmInCu,7
SmInCu2,4
SmInCu4,1
SmInIr,8
SmInNi,6
SmInO3,5
SmInPd,9
SmInPt4,1
SmInRh,9
SmInRh2,6
SmLu3,7
SmLuIn2,5
SmLuMg2,3
SmLuO3,1
SmLuRu2,3
SmLuSe3,2
SmLuTl2,2
SmLuZn2,3
SmMg,1
SmMg2,6
SmMg2Cr3S8,1
SmMg2Ni9,3
SmMg2Sc,5
SmMg3,7
SmMg3Ni8,1
SmMg5,4
SmMg5Sb4,1
SmMgAg,5
SmMgAg2,3
SmMgAu,7
SmMgAu2,3
SmMgCd2,3
SmMgGa,8
SmMgHg2,3
SmMgIn,7
SmMgPd,8
SmMgPt,9
SmMgRh2,3
SmMgTl,7
SmMgZn2,5
SmMn2Ni3,2
SmMn4(CuO4)3,1
SmMn5Co7,1
SmMn6(Sn2Ge)2,1
SmMnCo3Cu,1
SmMnGe2,5
SmMnO3,6
SmMnSi,5
SmMnSi2,4
SmMoClO4,4
SmN,2
SmNbO4,4
SmNi,9
SmNi2,6
SmNi2B2C,1
SmNi3,4
SmNi3Sn2,5
SmNi4B,1
SmNi5,4
SmNiAs,5
SmNiBi,1
SmNiC2,1
SmNiGe,8
SmNiGe2,2
SmNiGe3,2
SmNiO3,3
SmNiP,7
SmNiPb,5
SmNiSb,5
SmNiSb2,2
SmNiSn,7
SmOF,14
SmOs2,4
SmP,2
SmP5,1
SmPO4,4
SmPPd,10
SmPPt,6
SmPRu2C,1
SmPb3,7
SmPbAu2,3
SmPd,7
SmPd2Pb,5
SmPd3,6
SmPd3S4,1
SmPdPb,7
SmPt,7
SmPt2,7
SmPt3,6
SmRe2,3
SmRh,7
SmRh2,5
SmRh3C,1
SmRhC2,1
SmRhO3,3
SmRu2,4
SmS,3
SmS2,9
SmSBr,7
SmSF,7
SmSI,6
SmSb,2
SmSb2,6
SmSb2Au,3
SmSb2Pd,2
SmSbIr,5
SmSbPd,8
SmSbRh,6
SmSbS,2
SmSbTe,4
SmSbTe3,2
SmScO3,6
SmScS3,4
SmScSi,4
SmSe,9
SmSe2,5
SmSi,5
SmSi2,5
SmSi2Ni,1
SmSi2Rh,5
SmSi2Rh3,4
SmSi2Ru3,1
SmSi3Ir,3
SmSi3Ni,1
SmSi3Os,3
SmSi3Pt,3
SmSi3Rh,3
SmSiAg,7
SmSiNi4,1
SmSiPd,12
SmSiPd2,5
SmSiPt,6
SmSiPt3,4
SmSiRu,5
SmSn2,5
SmSn3,5
SmSnAu,7
SmSnAu2,4
SmSnIr,9
SmSnPd,11
SmSnPd2,7
SmSnPt,7
SmSnRh,11
SmSnRh2,5
SmTaO4,6
SmTe,9
SmTe2,6
SmTe3,4
SmTeAs,4
SmTiClO3,1
SmTiCo11,1
SmTiFe11,1
SmTiFe11C,1
SmTiFe5Co6,1
SmTiGe,3
SmTiO3,5
SmTiVFe10,1
SmTl,2
SmTl(PSe3)2,1
SmTl3,5
SmTlAg2,4
SmTlAu2,4
SmTlCd,7
SmTlO2,3
SmTlO3,3
SmTlPd,7
SmTlS2,3
SmTlSe2,3
SmTlTe2,6
SmTlZn,7
SmTm3,20
SmTmHg2,5
SmTmIn2,7
SmTmMg2,3
SmTmO3,5
SmTmRh2,3
SmTmRu2,3
SmTmS2,6
SmTmTl2,4
SmTmZn2,3
SmV2(FeCo)5,1
SmV2BiO8,2
SmVO3,3
SmVO4,4
SmVSb3,3
SmY(Co2Ni3)2,1
